gender,sr_cit,tenure,phone_y_n,internet_type,mon_chg,churn
Male,0,41,1,DSL,70.2,0
Male,0,50,1,DSL,75.5,0
Male,0,72,1,No,20.35,0
Female,0,70,1,No,26.05,0
Male,0,44,1,No,20.6,0
Male,0,2,1,Fiber optic,75.7,1
Female,0,34,1,No,20.1,0
Female,1,72,1,No,24.3,0
Male,0,71,1,No,24.5,0
Female,0,64,1,Fiber optic,110.5,0
Female,0,72,1,No,25.25,0
Male,0,1,1,Fiber optic,74.25,1
Male,1,29,1,Fiber optic,90.1,0
Female,0,23,1,DSL,68.75,0
Male,0,52,1,No,19.2,0
Female,1,25,1,Fiber optic,89.7,1
Female,0,64,1,Fiber optic,115.1,0
Female,1,16,1,Fiber optic,96.4,1
Male,1,1,1,Fiber optic,69.5,1
Male,0,24,1,Fiber optic,99.65,0
Male,0,2,1,Fiber optic,91.45,0
Female,0,34,1,DSL,84.75,0
Male,1,36,1,Fiber optic,85.25,1
Male,0,53,1,DSL,78.75,0
Female,0,47,1,No,20.25,0
Male,0,72,1,No,19.9,0
Male,0,72,1,Fiber optic,97.75,0
Male,0,1,1,No,19.4,1
Female,0,9,1,Fiber optic,83.3,1
Female,0,8,1,Fiber optic,80.1,1
Male,1,45,1,DSL,62.7,1
Female,0,7,1,Fiber optic,100.4,0
Female,0,71,1,No,24.45,0
Female,1,41,1,Fiber optic,101.1,0
Male,0,67,0,DSL,50.9,0
Male,0,69,1,Fiber optic,107.2,0
Female,1,70,1,DSL,92.2,0
Male,0,25,1,No,25.3,1
Male,0,72,1,Fiber optic,113.4,0
Male,0,34,0,DSL,40.55,0
Female,0,65,1,No,26,0
Female,0,70,1,Fiber optic,111.95,0
Female,0,72,0,DSL,53.8,0
Male,0,35,1,DSL,72.1,0
Male,0,13,1,Fiber optic,98.15,1
Female,0,12,1,DSL,78.85,0
Female,0,62,1,DSL,70.75,0
Female,0,25,1,DSL,76.15,0
Female,0,52,0,DSL,39.1,0
Male,1,8,1,Fiber optic,69.95,0
Male,0,2,1,No,20.05,0
Female,0,56,1,No,20.05,0
Female,0,12,1,No,19.45,0
Female,0,47,1,No,26.9,0
Male,1,2,1,No,19.2,0
Female,0,18,1,DSL,50,0
Female,0,8,1,DSL,60,0
Male,0,45,1,Fiber optic,84.55,0
Male,0,3,1,DSL,45.45,0
Female,0,38,1,No,20.05,0
Male,0,72,1,Fiber optic,115.55,0
Male,0,46,1,Fiber optic,93.7,1
Female,0,71,1,Fiber optic,99,0
Male,0,66,0,DSL,50.55,0
Male,1,25,1,Fiber optic,105.95,1
Male,0,18,1,DSL,82,1
Female,0,13,1,No,25,0
Female,0,65,1,DSL,91.55,0
Male,0,60,1,Fiber optic,95.75,1
Male,0,15,1,No,19.35,0
Female,0,72,1,No,24.85,0
Male,0,30,1,Fiber optic,94.05,1
Female,0,42,1,Fiber optic,100.4,0
Female,0,71,1,No,25,0
Female,0,1,1,DSL,54.75,1
Male,1,39,1,Fiber optic,95.65,1
Female,0,35,1,No,19.25,0
Female,0,53,1,Fiber optic,108.25,0
Female,0,1,1,Fiber optic,94.6,1
Female,1,31,1,Fiber optic,98.9,1
Male,0,48,1,No,20.15,0
Female,1,30,1,Fiber optic,101.3,0
Male,0,10,1,No,20,0
Female,0,12,1,Fiber optic,105.3,0
Female,1,57,1,DSL,69.85,0
Female,0,58,1,DSL,65.25,0
Female,0,37,1,No,19.8,0
Female,0,44,1,No,19.6,0
Male,0,27,1,No,20.05,0
Female,0,8,1,DSL,49.4,0
Male,1,3,1,Fiber optic,76.05,1
Female,1,25,1,Fiber optic,88.4,0
Female,0,57,1,Fiber optic,100.6,0
Female,0,12,1,No,19.45,0
Female,0,62,1,No,20.3,0
Female,0,65,1,Fiber optic,107.65,0
Female,0,71,1,DSL,80.45,0
Female,0,21,1,DSL,58.85,0
Male,0,71,1,Fiber optic,109.6,0
Female,0,7,1,Fiber optic,75.15,0
Female,0,72,1,DSL,73,0
Female,0,1,1,Fiber optic,70.1,0
Female,0,72,1,Fiber optic,98.65,0
Female,0,64,1,Fiber optic,111.45,0
Female,0,72,1,Fiber optic,114.9,0
Female,0,29,1,Fiber optic,100.55,0
Female,0,13,1,No,20.4,0
Female,0,31,1,Fiber optic,104.35,0
Male,1,1,1,Fiber optic,69.75,1
Male,0,7,0,DSL,34.5,1
Male,0,61,1,Fiber optic,105.55,1
Female,0,39,0,DSL,30.1,1
Male,0,10,1,Fiber optic,70.3,1
Female,0,14,1,DSL,80.45,0
Female,0,1,1,Fiber optic,80.2,1
Female,0,67,1,Fiber optic,94.35,1
Female,0,72,1,DSL,91.35,0
Male,0,6,1,DSL,44.6,1
Female,0,1,1,No,19.6,1
Male,0,25,1,No,19.9,0
Female,1,33,1,Fiber optic,110.45,1
Male,0,18,1,DSL,68.35,0
Male,0,71,1,DSL,79.1,0
Male,1,28,1,DSL,51,0
Female,0,2,1,Fiber optic,80.55,0
Male,0,17,1,DSL,66.7,0
Male,0,56,1,Fiber optic,86.4,0
Female,0,60,0,DSL,50.05,0
Female,0,33,1,No,25.7,0
Female,0,1,1,Fiber optic,83.4,0
Male,0,2,1,Fiber optic,70.7,1
Male,0,63,1,Fiber optic,84.65,0
Male,1,7,1,Fiber optic,99.25,1
Female,0,55,1,DSL,64.75,0
Female,0,65,1,Fiber optic,100.15,0
Male,0,1,1,Fiber optic,84.8,1
Male,0,63,1,No,25.25,0
Female,1,70,1,Fiber optic,113,0
Female,0,36,0,DSL,40.65,0
Male,0,52,1,Fiber optic,105,1
Male,0,22,1,DSL,54.45,1
Male,0,22,1,Fiber optic,94.95,0
Female,1,5,1,DSL,59.9,0
Female,0,47,1,Fiber optic,85.3,1
Female,0,33,1,Fiber optic,83.35,1
Male,0,18,0,DSL,33.5,1
Female,0,1,1,No,19.8,0
Male,0,56,1,DSL,81.8,0
Female,0,2,1,No,20,0
Male,0,35,1,DSL,59.6,0
Female,0,64,1,No,25,0
Female,0,15,1,Fiber optic,84.35,0
Male,0,24,1,Fiber optic,90.35,1
Male,0,1,1,DSL,55.55,0
Female,0,70,1,DSL,75.35,0
Male,0,1,1,Fiber optic,90.75,1
Female,0,4,1,Fiber optic,89.6,1
Female,0,39,1,DSL,59.3,0
Female,0,29,1,DSL,66.1,0
Female,0,14,1,No,18.8,0
Female,0,61,1,DSL,86.45,0
Male,0,13,1,DSL,52.1,0
Female,0,66,0,DSL,47.4,0
Male,0,2,0,DSL,49.25,1
Female,0,59,1,Fiber optic,109.15,0
Male,0,62,1,Fiber optic,94.95,0
Male,1,33,1,Fiber optic,93.55,0
Male,0,66,1,DSL,79.5,0
Female,0,72,1,Fiber optic,115.05,0
Male,0,1,1,No,19.75,1
Female,0,19,1,Fiber optic,95.15,1
Female,0,51,1,Fiber optic,95.15,0
Male,0,63,1,Fiber optic,105.4,0
Male,0,27,1,No,20.1,0
Male,0,22,1,Fiber optic,101.35,1
Female,1,4,1,No,20.05,0
Male,0,42,1,No,20.7,0
Female,0,29,1,No,20.35,0
Female,0,4,1,Fiber optic,70.05,1
Male,0,30,1,No,19.7,0
Male,0,4,1,Fiber optic,74.65,1
Male,0,71,1,DSL,85.45,0
Male,0,46,0,DSL,40.4,0
Male,0,4,1,DSL,50.4,1
Female,0,7,1,Fiber optic,79.65,1
Male,0,69,1,Fiber optic,105.2,0
Female,0,72,1,Fiber optic,100.65,0
Male,1,19,1,Fiber optic,79.85,1
Male,0,28,1,Fiber optic,91,0
Male,0,5,1,Fiber optic,78.75,1
Female,1,72,1,Fiber optic,116.75,0
Male,1,8,1,Fiber optic,80.45,1
Female,0,7,1,DSL,59.1,0
Female,0,22,1,DSL,49.8,0
Male,0,72,1,No,19.3,0
Male,0,8,1,No,19.65,0
Male,0,52,1,DSL,81.4,0
Female,0,68,0,DSL,38.9,0
Female,0,71,1,DSL,87.95,0
Male,0,2,1,No,19.85,0
Female,1,34,1,Fiber optic,96.35,0
Female,0,35,0,DSL,24.15,0
Female,0,61,1,No,19.1,0
Male,0,1,1,DSL,44,0
Female,0,1,1,DSL,50.1,1
Female,0,53,1,DSL,60.6,0
Female,0,72,1,No,25.65,0
Male,0,2,1,Fiber optic,76.4,1
Male,0,3,1,Fiber optic,98.7,1
Female,1,13,1,Fiber optic,100.8,1
Male,1,41,0,DSL,53.95,0
Female,0,24,1,No,20.4,0
Female,0,28,1,Fiber optic,90.1,1
Male,0,8,0,DSL,29.35,0
Male,0,1,1,No,20.45,0
Female,0,54,1,Fiber optic,95.1,0
Male,0,41,1,No,25.25,0
Female,0,19,1,DSL,44.9,0
Female,0,72,1,DSL,92.65,0
Male,0,62,0,DSL,43.7,0
Female,1,56,1,DSL,72.6,0
Male,0,15,1,DSL,51.55,1
Male,1,10,1,Fiber optic,79.25,1
Male,0,32,1,No,18.95,0
Male,0,21,1,No,20.5,0
Male,0,62,1,No,19.95,0
Female,0,2,0,DSL,24.5,0
Male,0,27,1,No,20.6,0
Male,0,5,1,Fiber optic,94.85,1
Female,0,25,0,DSL,61.05,0
Female,0,2,1,Fiber optic,85.7,1
Male,0,49,1,Fiber optic,106.65,0
Female,0,63,1,Fiber optic,108.25,0
Female,0,4,1,No,20.4,0
Female,0,1,1,DSL,55.3,0
Male,0,11,1,No,20.25,0
Male,1,52,1,Fiber optic,72.95,0
Female,1,60,1,Fiber optic,89.45,0
Male,0,64,1,Fiber optic,104.65,0
Female,0,43,1,DSL,75.2,0
Female,0,61,1,Fiber optic,101.15,0
Female,0,1,1,DSL,44.4,1
Male,1,5,1,Fiber optic,89.5,1
Male,0,66,1,DSL,68.75,0
Male,0,67,1,Fiber optic,111.05,0
Female,0,42,1,Fiber optic,99,0
Male,1,1,1,Fiber optic,86.05,1
Female,0,31,1,No,21,0
Male,0,7,1,No,19.4,0
Male,0,4,0,DSL,44.55,1
Male,0,34,1,DSL,77.2,0
Male,0,3,1,No,19.45,0
Female,0,19,0,DSL,24.85,0
Male,0,31,0,DSL,35.4,1
Female,0,1,1,Fiber optic,95.65,1
Male,0,3,0,DSL,41.35,0
Male,0,46,1,No,19.6,0
Female,0,1,1,No,20.95,1
Female,0,69,1,Fiber optic,84.45,0
Male,0,5,1,No,20.25,0
Male,0,1,1,No,19.65,0
Male,0,26,1,No,20.65,0
Female,1,10,0,DSL,34.7,1
Male,0,25,1,Fiber optic,99.3,0
Male,0,64,1,Fiber optic,81.05,0
Male,0,30,1,DSL,67.6,0
Male,0,13,1,Fiber optic,70.15,0
Female,0,64,1,Fiber optic,115,0
Female,0,46,1,Fiber optic,84.8,0
Female,0,12,1,No,19.7,0
Female,0,15,1,No,19.75,1
Male,0,17,1,Fiber optic,92.55,1
Female,0,13,1,DSL,63.15,0
Female,0,67,1,DSL,74,0
Male,0,24,0,DSL,29.1,0
Male,0,6,1,DSL,50.05,0
Male,1,53,1,DSL,60.05,1
Male,1,16,1,Fiber optic,74.3,1
Male,0,10,1,No,20,0
Female,0,13,1,Fiber optic,74.65,0
Male,0,9,1,Fiber optic,85.35,1
Female,0,25,1,DSL,74.3,1
Male,1,7,0,DSL,44.4,0
Male,0,38,1,DSL,85.4,0
Female,0,43,1,Fiber optic,94.1,0
Female,0,4,1,Fiber optic,98.1,1
Female,0,25,1,Fiber optic,108.9,0
Male,0,27,1,DSL,56.2,0
Male,0,72,1,No,26.1,0
Male,0,71,1,Fiber optic,85.45,0
Female,0,24,1,Fiber optic,88.95,0
Female,0,50,1,Fiber optic,109.65,1
Male,0,57,1,DSL,74.35,0
Female,0,15,1,DSL,48.85,0
Male,0,4,1,Fiber optic,80.1,0
Female,0,28,1,DSL,56.05,0
Female,1,9,1,Fiber optic,74.55,1
Female,0,55,1,Fiber optic,89.8,0
Male,0,3,1,Fiber optic,100.95,1
Male,0,10,1,Fiber optic,94.9,1
Male,0,55,1,No,19.1,0
Female,0,20,1,No,20.35,0
Female,0,62,1,Fiber optic,106.05,0
Male,1,32,1,Fiber optic,104.9,1
Female,0,43,1,No,19.65,0
Male,0,9,0,DSL,24.1,1
Female,0,60,1,DSL,59.85,0
Male,0,58,1,DSL,86.1,0
Male,0,7,1,No,19.45,0
Male,0,2,1,Fiber optic,97.1,0
Male,1,37,0,DSL,36.65,0
Female,1,65,1,Fiber optic,103.9,0
Female,0,39,1,No,19.75,0
Male,0,66,1,Fiber optic,104.05,1
Male,0,68,1,No,24.55,0
Female,0,62,0,DSL,48.7,0
Male,0,3,1,Fiber optic,88.35,1
Female,0,72,1,Fiber optic,109.55,0
Female,0,41,1,No,20.65,0
Male,0,29,1,Fiber optic,94.65,1
Female,0,4,1,DSL,55.2,0
Male,0,53,1,No,24.05,0
Male,1,1,1,Fiber optic,74.4,1
Female,0,41,1,DSL,79.9,1
Male,0,39,1,No,20.45,0
Male,0,63,1,No,19.25,0
Male,0,15,1,No,26.35,0
Female,0,13,1,DSL,43.8,0
Male,0,1,1,DSL,50.15,0
Male,0,1,1,No,20.45,0
Male,1,8,1,Fiber optic,69.7,1
Male,0,60,1,DSL,61.4,0
Female,1,12,1,Fiber optic,98.1,1
Male,0,40,1,DSL,70.75,0
Female,0,66,1,DSL,61.15,0
Male,0,42,1,No,20.25,0
Female,1,66,1,DSL,63.85,0
Male,0,49,1,Fiber optic,98.7,0
Female,0,1,1,No,20.5,1
Female,0,41,1,No,20,0
Female,0,41,1,No,19.3,0
Female,0,23,1,Fiber optic,84.4,0
Male,0,3,0,DSL,25.1,0
Female,0,4,0,DSL,48.25,0
Female,0,52,1,No,19.85,0
Female,1,4,1,Fiber optic,99.6,1
Female,0,11,1,Fiber optic,94.2,0
Female,0,2,1,DSL,62.15,0
Female,0,26,1,Fiber optic,79.3,0
Male,0,24,1,DSL,56.25,0
Female,0,12,1,No,20.3,0
Male,1,60,1,Fiber optic,99,0
Female,0,64,1,DSL,90.6,0
Male,0,66,1,DSL,85.9,0
Female,0,60,1,Fiber optic,79.2,0
Male,0,17,1,DSL,70.35,0
Male,0,42,1,No,19.35,0
Male,0,1,1,DSL,50.15,0
Female,0,47,1,DSL,63.8,0
Female,0,10,1,No,20.55,0
Male,1,70,1,DSL,88.55,0
Male,1,67,1,Fiber optic,101.4,0
Female,0,1,1,Fiber optic,81.95,1
Male,0,7,1,Fiber optic,69.35,1
Male,0,1,1,DSL,44.6,0
Male,0,4,1,DSL,63.75,0
Female,0,66,1,Fiber optic,109.25,0
Female,0,12,1,Fiber optic,84.6,0
Female,0,24,1,No,20.45,0
Male,0,26,1,Fiber optic,85.75,0
Female,0,6,1,Fiber optic,91.1,1
Male,0,57,1,Fiber optic,107.95,0
Male,0,14,1,Fiber optic,86.1,1
Female,0,42,1,No,22.95,0
Male,0,25,1,Fiber optic,94.7,1
Female,0,64,1,No,19.45,0
Male,0,22,1,Fiber optic,85.1,1
Male,0,19,1,No,19.7,0
Female,0,61,1,Fiber optic,99.15,1
Male,0,22,1,Fiber optic,87,0
Male,1,70,1,Fiber optic,102.95,1
Male,0,12,1,Fiber optic,79.95,0
Female,0,31,1,DSL,64,0
Female,0,11,1,DSL,64.9,0
Male,0,68,1,No,25.75,0
Female,1,72,1,DSL,90.15,0
Male,1,67,1,Fiber optic,116.1,0
Female,0,60,1,Fiber optic,104.95,0
Male,0,1,1,DSL,45.05,1
Female,1,1,1,Fiber optic,71,1
Male,0,58,0,DSL,50,0
Female,1,47,1,Fiber optic,70.55,1
Female,0,1,1,Fiber optic,79.7,1
Male,0,1,1,No,20.45,0
Male,0,22,1,DSL,59,1
Female,0,48,1,DSL,60.35,1
Female,0,37,1,No,19.85,0
Male,0,13,1,No,19.95,0
Male,0,43,1,No,26.45,0
Female,0,6,0,DSL,63.4,0
Male,0,71,0,DSL,53.95,0
Female,1,1,1,Fiber optic,69.25,1
Female,0,72,1,Fiber optic,95.1,0
Female,1,6,1,Fiber optic,74.1,0
Male,0,12,0,DSL,35.5,0
Male,0,25,1,Fiber optic,70.95,1
Female,0,21,1,Fiber optic,79.2,0
Female,0,6,1,DSL,48.8,0
Male,0,20,1,Fiber optic,89,1
Male,0,18,1,Fiber optic,99.4,1
Female,0,43,1,DSL,55.45,0
Female,0,35,1,No,25.4,0
Female,0,1,1,Fiber optic,73.5,1
Male,1,32,1,Fiber optic,93.5,0
Male,0,52,0,DSL,63.9,0
Male,0,32,1,DSL,64.85,0
Female,0,72,0,DSL,63.8,0
Male,0,51,0,DSL,44.45,0
Male,0,68,1,No,19.95,0
Male,1,8,0,DSL,43.35,0
Male,0,49,0,DSL,49.65,0
Female,0,72,1,DSL,85.1,0
Male,0,9,1,Fiber optic,95.5,1
Female,0,28,1,Fiber optic,92.35,1
Male,0,54,1,Fiber optic,89.8,0
Male,0,11,1,Fiber optic,74.55,1
Female,0,50,1,Fiber optic,103.05,0
Female,0,69,1,Fiber optic,116,0
Male,0,1,1,Fiber optic,69.9,0
Male,0,68,1,Fiber optic,95.1,0
Male,0,40,0,DSL,40.25,0
Male,0,31,1,No,25.75,0
Female,1,33,1,Fiber optic,105.35,0
Male,1,55,1,Fiber optic,113.6,0
Male,0,68,1,No,24,0
Female,0,12,1,No,19.4,0
Male,0,71,1,DSL,86.1,0
Male,0,40,1,Fiber optic,102.65,0
Female,0,64,1,Fiber optic,92.85,0
Male,0,53,1,Fiber optic,97.75,0
Male,1,12,1,Fiber optic,83.8,1
Male,1,53,0,DSL,54.45,1
Male,0,72,1,Fiber optic,97.95,0
Male,0,46,1,No,19.95,0
Male,0,40,1,No,24.6,0
Male,0,12,0,DSL,50.95,0
Male,0,9,1,Fiber optic,75.6,0
Female,0,51,1,Fiber optic,80.75,0
Male,0,49,1,Fiber optic,90.4,0
Male,1,41,1,Fiber optic,99.8,1
Female,0,56,1,DSL,60.25,0
Male,0,4,1,No,20.2,0
Male,0,20,1,DSL,64.15,0
Female,0,26,1,No,20.25,0
Female,0,20,1,Fiber optic,105.85,1
Female,0,7,1,Fiber optic,75.45,1
Male,0,7,1,Fiber optic,93.85,1
Male,0,51,1,Fiber optic,99,0
Female,0,4,1,Fiber optic,80.3,0
Female,0,1,1,No,19.55,0
Male,0,27,1,Fiber optic,100.75,0
Male,0,22,1,Fiber optic,100.75,1
Male,0,12,1,DSL,53.75,0
Female,0,3,0,DSL,31,1
Female,0,34,1,No,25.6,0
Male,0,24,1,DSL,58.35,0
Male,0,51,1,Fiber optic,80,1
Female,1,14,0,DSL,46.35,0
Male,0,59,1,Fiber optic,113.75,0
Male,0,3,1,Fiber optic,90.4,0
Female,0,65,1,Fiber optic,109.3,0
Male,1,5,1,Fiber optic,70.25,1
Female,0,59,1,DSL,90.3,0
Male,0,72,0,DSL,65.25,0
Female,0,62,1,Fiber optic,100.15,1
Male,0,28,1,Fiber optic,94.5,1
Male,0,3,1,DSL,60.65,0
Male,0,19,1,No,24.1,0
Male,0,1,1,No,19.5,0
Male,0,24,1,Fiber optic,85.95,0
Male,1,57,1,DSL,53.5,0
Female,0,72,1,No,25.45,0
Male,0,67,1,No,20.5,0
Male,0,52,1,No,20.85,0
Male,0,71,1,DSL,89.9,0
Female,0,26,1,No,26,0
Female,0,35,1,Fiber optic,113.2,0
Female,0,55,1,Fiber optic,69.05,0
Female,0,33,1,No,20.1,0
Male,0,72,1,Fiber optic,109.65,0
Male,0,1,1,No,19.2,0
Male,0,10,0,DSL,33.9,1
Female,1,37,1,Fiber optic,90,0
Male,0,12,0,DSL,34,0
Male,0,1,1,No,20.4,0
Male,0,62,0,DSL,38.6,0
Female,0,1,0,DSL,25.25,0
Female,0,18,1,DSL,60.6,0
Male,1,69,1,Fiber optic,89.95,1
Male,0,2,1,Fiber optic,74.75,0
Male,0,19,1,No,20.6,0
Male,0,12,1,Fiber optic,84.45,1
Male,0,9,1,No,20.4,0
Male,0,27,1,DSL,81.7,0
Male,0,27,1,Fiber optic,79.5,1
Male,0,1,1,Fiber optic,89.15,1
Female,1,24,1,No,20.3,0
Male,1,14,1,Fiber optic,74.95,1
Female,1,32,1,Fiber optic,74.4,1
Female,0,11,1,No,20,0
Male,0,1,1,No,25,0
Male,1,38,1,Fiber optic,80.45,0
Female,0,9,1,No,19.75,0
Male,0,54,1,DSL,65.65,0
Female,0,29,1,DSL,71,0
Male,1,44,1,Fiber optic,89.2,0
Male,0,59,1,DSL,86.75,0
Female,0,3,1,DSL,55.3,1
Female,0,18,1,DSL,61.5,0
Male,1,67,1,No,25.1,0
Female,0,22,1,DSL,55.15,1
Male,0,33,0,DSL,34.05,0
Male,0,5,1,No,19.95,0
Female,0,2,1,No,19.95,0
Male,0,72,1,DSL,89.7,0
Male,0,9,1,No,20.4,0
Male,0,67,1,No,26.3,0
Female,0,16,1,Fiber optic,84.95,1
Female,0,8,1,No,20.7,0
Male,0,5,0,DSL,43.25,1
Male,0,23,1,DSL,48.35,1
Male,0,1,1,Fiber optic,79.55,1
Female,1,50,1,Fiber optic,71.05,1
Male,0,17,1,No,19.45,0
Female,0,68,1,Fiber optic,110.8,0
Male,0,1,1,Fiber optic,84.5,1
Female,1,25,1,Fiber optic,69.3,0
Male,0,67,0,DSL,49.35,0
Male,0,32,1,No,20.35,0
Female,1,67,1,Fiber optic,105.6,0
Male,1,72,0,DSL,64.45,0
Male,0,71,1,Fiber optic,108.6,1
Male,0,1,1,DSL,49.9,0
Male,0,46,0,DSL,30.3,1
Female,1,2,0,DSL,30.4,1
Female,0,1,1,DSL,45.4,1
Female,0,48,1,DSL,65.65,0
Female,0,61,1,Fiber optic,103.3,0
Female,0,32,1,Fiber optic,84.15,1
Female,0,2,1,DSL,44.45,0
Female,0,3,1,No,19.75,1
Female,0,5,1,Fiber optic,85.4,1
Female,0,71,1,DSL,89.9,0
Male,0,37,1,DSL,55.05,0
Male,0,65,1,Fiber optic,104.1,0
Female,0,67,1,Fiber optic,106.6,0
Male,0,49,1,Fiber optic,75.2,1
Male,0,50,1,DSL,70.5,0
Male,0,25,1,No,19.6,0
Female,0,17,1,DSL,55.85,1
Female,0,64,1,No,24.05,0
Male,0,25,0,DSL,38.1,0
Male,1,23,1,Fiber optic,106.4,1
Male,1,24,0,DSL,34.25,0
Female,0,37,1,Fiber optic,100.05,0
Female,0,21,1,Fiber optic,68.65,0
Male,0,1,1,DSL,45.8,0
Female,0,10,1,Fiber optic,75.75,0
Male,0,6,1,Fiber optic,84.4,1
Male,0,51,1,Fiber optic,96.4,0
Female,0,10,1,No,20.55,0
Female,0,6,0,DSL,50.95,0
Male,0,47,1,DSL,90.5,0
Female,0,61,1,DSL,79.4,0
Female,0,52,0,DSL,58.75,0
Female,0,35,1,DSL,59.45,0
Male,0,71,1,Fiber optic,105.7,0
Female,0,6,1,DSL,56.25,1
Male,0,45,1,DSL,53.3,0
Female,1,2,1,Fiber optic,85.55,1
Female,0,4,1,DSL,68.65,1
Male,0,2,0,DSL,24.3,0
Male,0,4,1,Fiber optic,77.85,1
Male,0,51,1,DSL,59.9,0
Male,0,60,1,No,23.95,0
Male,0,9,1,No,20.15,0
Male,0,3,1,Fiber optic,105.35,1
Male,0,17,1,Fiber optic,95.65,0
Female,0,8,1,Fiber optic,87.05,1
Male,0,46,1,DSL,81,0
Female,0,68,1,DSL,82.45,0
Male,0,1,1,DSL,53.5,1
Female,0,4,1,No,20.5,0
Female,0,1,0,DSL,25.1,1
Male,0,28,1,DSL,54.4,0
Female,0,39,1,DSL,58.6,0
Male,0,11,1,Fiber optic,84.8,0
Female,0,71,0,DSL,61.4,0
Male,0,2,1,No,20.4,0
Male,1,30,1,Fiber optic,79.65,1
Female,0,17,1,No,20.15,0
Female,0,55,1,Fiber optic,94.45,0
Female,0,58,1,Fiber optic,79.8,0
Female,0,5,1,DSL,54.2,1
Female,1,1,1,No,19.45,1
Male,1,9,1,Fiber optic,74.05,0
Male,0,26,1,DSL,49.15,0
Female,0,50,1,No,19.4,0
Female,0,72,1,Fiber optic,113.65,0
Female,0,43,1,Fiber optic,106,0
Male,0,56,1,No,25.95,0
Female,0,1,1,No,19.1,0
Male,0,72,1,Fiber optic,103.4,1
Male,0,72,1,Fiber optic,100.55,0
Male,0,36,1,Fiber optic,95.4,0
Male,0,5,1,DSL,75.15,0
Female,0,13,1,Fiber optic,84.45,1
Female,1,44,1,Fiber optic,89.15,0
Female,1,70,1,Fiber optic,107.9,0
Male,0,44,1,No,19.5,0
Female,1,32,1,Fiber optic,85.95,1
Female,0,69,1,No,24.95,0
Female,1,16,1,DSL,59.4,1
Male,1,68,1,No,19.5,0
Male,0,16,1,Fiber optic,69.95,0
Male,0,68,1,DSL,82.85,0
Male,0,4,1,No,19,0
Female,0,26,0,DSL,38.85,0
Female,0,29,0,DSL,30.6,1
Male,0,5,1,No,20.35,0
Male,0,70,1,Fiber optic,95,0
Male,0,24,1,DSL,74.4,0
Female,1,72,1,DSL,78.45,0
Male,0,1,1,Fiber optic,74.3,0
Male,0,70,0,DSL,51.05,0
Female,0,36,1,No,19.2,0
Female,1,38,1,Fiber optic,99.55,1
Female,0,17,1,Fiber optic,70,1
Female,0,41,1,Fiber optic,109.1,0
Female,0,1,1,DSL,45.3,1
Male,0,2,0,DSL,29.85,1
Male,0,14,1,Fiber optic,76.45,0
Male,1,2,1,Fiber optic,95.1,1
Male,0,1,1,No,19.8,1
Male,0,13,1,DSL,72.8,0
Male,0,6,1,No,18.95,0
Female,0,4,1,Fiber optic,76.65,1
Female,0,5,1,Fiber optic,99.15,1
Female,0,15,1,Fiber optic,101.75,0
Female,0,47,1,Fiber optic,75.45,0
Female,0,8,1,DSL,64.1,0
Male,0,17,0,DSL,25.65,0
Male,0,15,1,Fiber optic,75.1,0
Female,0,26,1,Fiber optic,95.85,0
Female,0,23,1,DSL,54.4,0
Female,1,4,1,Fiber optic,72.75,0
Male,0,29,1,No,19.85,0
Female,0,25,1,No,19.05,0
Male,0,9,1,DSL,44.95,1
Male,0,18,1,DSL,49.55,1
Male,1,3,1,Fiber optic,94.85,0
Female,0,69,0,DSL,46.25,0
Male,0,14,1,No,19.35,0
Male,0,19,1,DSL,69.6,0
Male,1,39,1,Fiber optic,90.7,0
Male,0,31,1,Fiber optic,101.4,0
Male,0,24,1,No,20.25,0
Male,0,14,1,DSL,48.8,0
Female,0,64,1,DSL,74.35,0
Female,0,50,1,No,19.35,0
Male,0,52,1,DSL,68.75,0
Male,0,28,1,Fiber optic,100.2,0
Female,0,21,1,No,20.85,0
Male,0,25,1,Fiber optic,95.9,1
Female,0,17,1,No,19.35,0
Male,0,58,0,DSL,45,0
Male,1,17,1,Fiber optic,81.5,1
Female,0,51,1,No,25.5,0
Male,0,72,0,DSL,48.9,0
Male,0,52,1,Fiber optic,84.1,1
Female,0,27,1,No,19.6,0
Female,0,3,1,No,20,0
Female,0,64,1,DSL,81.3,0
Female,0,45,1,Fiber optic,95.2,0
Male,1,3,0,DSL,36.45,1
Female,0,71,1,DSL,83.3,0
Female,1,1,0,DSL,25.05,1
Female,0,58,1,No,20.3,0
Male,0,34,1,Fiber optic,89.85,0
Female,0,8,1,DSL,49.85,1
Female,0,15,1,No,19.8,0
Male,0,66,0,DSL,54.65,0
Male,1,12,0,DSL,29.35,0
Male,0,58,1,No,19.15,0
Female,0,3,1,No,19.1,0
Female,1,43,0,DSL,55.55,1
Female,0,9,1,Fiber optic,80.55,0
Female,0,3,1,No,20.25,0
Female,0,22,1,DSL,69.5,1
Male,0,40,1,Fiber optic,106,0
Female,0,68,1,No,25.5,0
Male,0,54,1,Fiber optic,104.3,1
Female,0,50,1,DSL,79.6,0
Male,0,1,1,DSL,55.25,0
Female,0,72,1,DSL,88.05,0
Male,0,40,1,No,20.4,0
Female,0,72,1,Fiber optic,117.6,0
Female,0,6,1,No,20,0
Female,0,5,1,No,19.65,0
Male,0,48,1,DSL,70.55,0
Female,0,1,1,Fiber optic,93.85,1
Female,0,64,1,DSL,65.8,0
